5,0,16,16,0,0,0,-1,23,22,23
5,0,16,16,16,0,16,-1,25,24,24
5,0,16,16,0,16,0,15,13,13,14
5,0,16,16,16,16,16,15,12,12,12
5,0,16,16,32,0,32,-1,23,22,22
5,0,16,16,48,0,48,-1,22,21,21
5,0,16,16,32,16,32,15,16,17,15
5,0,16,16,48,16,48,15,9,9,10
5,0,16,16,0,32,0,31,13,13,14
5,0,16,16,16,32,16,31,10,10,10
5,0,16,16,0,48,0,47,12,12,12
5,0,16,16,16,48,16,47,10,10,10
5,0,16,16,32,32,32,31,18,18,17
5,0,16,16,48,32,48,31,10,10,10
5,0,16,16,32,48,32,47,18,18,16
5,0,16,16,48,48,48,47,9,9,9
5,0,16,16,64,0,64,-1,24,23,24
5,0,16,16,80,0,80,-1,17,16,17
5,0,16,16,64,16,64,15,14,14,14
5,0,16,16,80,16,80,15,10,9,10
5,0,16,16,96,0,96,-1,19,20,19
5,0,16,16,112,0,112,-1,24,23,23
5,0,16,16,96,16,96,15,18,17,18
5,0,16,16,112,16,112,15,14,14,15
5,0,16,16,64,32,64,31,8,9,10
5,0,16,16,80,32,80,31,10,9,10
5,0,16,16,64,48,64,47,14,13,14
5,0,16,16,80,48,80,47,11,11,11
5,0,16,16,96,32,96,31,8,8,9
5,0,16,16,112,32,112,31,14,14,14
5,0,16,16,96,48,96,47,8,8,8
5,0,16,16,112,48,112,47,16,16,16
5,0,16,16,128,0,128,-1,19,18,18
5,0,16,16,144,0,144,-1,20,19,19
5,0,16,16,128,16,128,15,6,6,7
5,0,16,16,144,16,144,15,10,10,10
5,0,16,16,160,0,160,-1,21,20,20
5,0,16,16,176,0,176,-1,22,21,21
5,0,16,16,160,16,160,15,5,5,5
5,0,16,16,176,16,176,15,9,9,9
5,0,16,16,128,32,128,31,9,9,9
5,0,16,16,144,32,144,31,5,5,5
5,0,16,16,128,48,128,47,9,9,10
5,0,16,16,144,48,144,47,6,6,6
5,0,16,16,160,32,160,31,9,9,10
5,0,16,16,176,32,176,31,6,6,6
5,0,16,16,160,48,160,47,9,9,9
5,0,16,16,176,48,176,47,6,6,6
5,0,16,16,192,0,192,-1,9,9,9
5,0,16,16,208,0,208,-1,25,23,23
5,0,16,16,192,16,192,15,11,11,11
5,0,16,16,208,16,208,15,13,11,12
5,0,16,16,224,0,224,-1,15,15,15
5,0,16,16,240,0,240,-2,17,17,16
5,0,16,16,224,16,224,15,11,11,11
5,0,16,16,240,16,240,14,10,10,10
5,0,16,16,192,32,192,31,6,6,7
5,0,16,16,208,32,208,31,9,9,9
5,0,16,16,192,48,192,47,6,6,6
5,0,16,16,208,48,208,47,11,11,11
5,0,16,16,224,32,224,30,14,13,14
5,0,16,16,240,32,240,30,10,10,10
5,0,16,16,224,48,224,47,9,9,8
5,0,16,16,240,48,240,46,11,11,12
5,0,16,16,256,0,256,-2,19,18,18
5,0,16,16,272,0,272,-2,21,20,22
5,0,16,16,256,16,256,14,9,9,9
5,0,16,16,272,16,272,14,11,11,11
5,0,16,16,288,0,288,-1,16,15,18
5,0,16,16,304,0,304,-1,8,10,10
5,0,16,16,288,16,288,15,7,6,8
5,0,16,16,304,16,304,15,8,8,9
5,0,16,16,256,32,256,30,9,9,9
5,0,16,16,272,32,272,30,13,13,13
5,0,16,16,256,48,256,46,10,10,10
5,0,16,16,272,48,272,46,11,11,11
5,0,16,16,288,32,288,31,7,7,9
5,0,16,16,304,32,304,31,7,7,9
5,0,16,16,288,48,288,47,5,5,6
5,0,16,16,304,48,304,46,9,9,10
5,0,16,16,320,0,320,-1,17,16,16
5,0,16,16,336,0,336,-1,16,18,19
5,0,16,16,320,16,320,15,12,11,12
5,0,16,16,336,16,336,15,13,12,14
5,0,16,16,352,0,352,-1,18,19,19
5,0,16,16,368,0,368,-1,19,19,19
5,0,16,16,352,16,352,15,11,11,12
5,0,16,16,368,16,368,15,9,9,10
5,0,16,16,320,32,320,31,10,9,10
